Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
149,11319829,"Tanaswi4 ","2023-11-29 11:17:12",1.00000,3,tanaswi4
150,11321102,"Diwakar Kashyap","2023-11-29 15:44:14",1.00000,3,diwakarkashyap
151,11321120,"Ajay Potu","2023-11-29 15:48:16",1.00000,3,ajaypotu
152,11321309,"chaitanya Kotturi","2023-11-29 16:34:23",1.00000,3,chaitanyakotturi
153,11321449,"Sravan kallam","2023-11-29 17:04:11",1.00000,3,sravankallam
154,11321482,yguan7,"2023-11-29 17:14:22",1.00000,3,yguan7
155,11322134,Cutten,"2023-11-29 20:39:20",1.00000,3,qiruitrine
156,11322239,"[Deleted] 4d272d21-cc2f-47b3-8792-134f54b98167","2023-11-29 21:20:34",1.00000,3,del=e105c203fee0a804
157,11322248,"Meghan S L","2023-11-29 21:23:27",1.00000,3,meghansl
158,11322259,Bhrkpnr,"2023-11-29 21:27:05",1.00000,3,bhrkpnr
159,11322303,"Fnu Abdul Raheem Khan","2023-11-29 22:34:10",1.00000,5,wanyamadomian
160,11322311,"Avneesh Mohnot","2023-11-29 21:46:24",1.00000,3,avneeshmohnot
161,11322327," Irshaduddin Imran Mohammed","2023-11-29 22:55:39",1.00000,6,irshaduddinimranm
162,11322421,Xiahe(Candice)Li,"2023-11-29 22:26:54",1.00000,3,xiahecandiceli
163,11317043,"Heeirun Jayakumar","2023-11-29 22:36:56",1.00000,4,heeirunjayakumar
164,11322458,"Kishvinkumar Goda","2023-11-29 22:51:39",1.00000,3,kishvinkumargoda
165,11322501,"Xiaolei Situ","2023-11-29 23:05:49",1.00000,3,xiaoleisitu
166,11322485,Geeeeeeee,"2023-11-29 23:31:37",1.00000,4,geeeeeeee
167,11322622,"Jisoo Choi","2023-11-30 00:03:25",1.00000,3,jchoi129
168,11322451,"Manasa Lanka","2023-11-30 00:19:28",1.00000,7,manasalanka97
169,11322746,Surya_Yellamilli,"2023-11-30 00:47:09",1.00000,4,suryaprime
170,11322751,"Xinmei Liang","2023-11-30 00:40:50",1.00000,4,xinmeiliang
171,11322843,"Esha Khicha","2023-11-30 01:17:34",1.00000,4,eshakhicha
172,11322853,"Yinqi Wang","2023-11-30 01:18:35",1.00000,3,yinqiwang
173,6684655,"MOHAMMED OUAHMAN","2023-11-30 01:19:16",1.00000,1,mohammedouahman
174,11322934,"Xinyue(Abbie) Wang","2023-11-30 01:40:39",1.00000,3,xinyueabbiewang
175,11323063,CrystalJin1001,"2023-11-30 02:20:22",1.00000,3,crystaljin1001
176,11323092,"Aravind Siddartha Kari","2023-11-30 02:29:48",1.00000,3,aravindsiddarthakari
177,11323135,"Peipei Jiang","2023-11-30 02:40:03",1.00000,3,pwu1234
178,1676166,"Liping Yao","2023-11-30 02:41:12",1.00000,3,lilyyao
179,11323192,Xiaotian_Wang_98,"2023-11-30 02:51:41",1.00000,3,xiaotianwang98
180,11323210,"Shagun Nayyar","2023-11-30 02:57:37",1.00000,3,shagunnayyar
181,11323242,"Yicheng Wang #3","2023-11-30 03:05:33",1.00000,3,ycking21
182,11323275,"Kening Hu","2023-11-30 03:16:42",1.00000,3,keninghu
183,11323295,"Chin Hau","2023-11-30 03:23:15",1.00000,3,chinhau
184,11323352,"Baranikumar Chandra","2023-11-30 03:42:07",1.00000,3,baranikumarchandra
185,11323363,"Yating Yu","2023-11-30 03:46:33",1.00000,3,yatingyu
186,11323362,"priyanka reddy #2","2023-11-30 03:52:32",1.00000,3,kasireddy0126
187,11323381,"Toto Wu","2023-11-30 03:52:44",1.00000,3,totowu18
188,11323401,"ABHIRAM VENIGALLA13","2023-11-30 03:53:32",1.00000,3,abhiramvenigalla13
189,11323420,"kira Jmzz","2023-11-30 04:00:57",1.00000,3,kirajmzz
190,11323423,"yash ","2023-11-30 04:01:39",1.00000,3,yashkaja123
191,11323454,"Sachin S Satyanarayan","2023-11-30 04:10:08",1.00000,3,sachinssatyanarayan
192,11323467,"Mounika yannam 46","2023-11-30 04:14:05",1.00000,3,mounikayannam46
193,11323477,QianYu12345,"2023-11-30 04:22:42",1.00000,4,qianyu12345
194,11323496,"divya parigi","2023-11-30 04:26:11",1.00000,3,divyaparigi
195,11323518,KundanaRekha,"2023-11-30 04:30:13",1.00000,3,kundanarekha
196,11323533,"Ishaq ahmed mohammed","2023-11-30 04:33:08",1.00000,3,ishaqahmedmohammed
197,11323579,"nikhil gummakonda","2023-11-30 04:40:02",1.00000,3,nikhilgummakonda
198,11323588,"Venkatesh Damarouthu","2023-11-30 04:43:55",1.00000,3,venkateshdamarouthu
199,11323824,MKC_208,"2023-11-30 05:59:55",1.00000,3,mkc208
200,11324457,"eric han","2023-11-30 08:34:50",1.00000,1,erichan
201,11310627,"Priyanka Guddeti","2023-11-30 15:17:22",1.00000,12,priyankaguddeti
202,11326759,Su.zhang,"2023-11-30 17:29:49",1.00000,3,datasuz
203,11315847,dd0ubleu,"2023-11-30 17:34:15",1.00000,5,dd0ubleu
204,11316797,Jamal@01,"2023-11-30 18:30:54",1.00000,5,jamal01
205,11328556,"Nan Liu0107","2023-12-01 05:03:06",1.00000,3,nanliu0107
206,3276136,"Peter Ming","2023-12-01 07:07:34",1.00000,3,peterming3
207,11330209,"Rashi Watwani","2023-12-01 12:26:38",1.00000,3,rashiwatwani
208,11330822,"ANIL GOGINENI","2023-12-01 15:05:27",1.00000,3,ashoks02
209,1506685,vedika1089,"2023-12-01 21:05:46",1.00000,5,vedika1089
210,11332296,sli233,"2023-12-01 22:51:15",1.00000,5,sli233
211,11332460,FiifiAnkomah,"2023-12-02 00:25:22",1.00000,3,fiifiankomah
212,11332806,halowanwan,"2023-12-02 03:30:29",1.00000,3,halowanwan
213,11332831,"Ruyi Shi","2023-12-02 03:43:04",1.00000,4,roxie5
214,11334620,zaykh_ankang,"2023-12-02 14:02:03",1.00000,4,zaykhankang
215,11335313,"Xiaodan Zhu","2023-12-02 16:50:33",1.00000,4,xiaodanzhuis5213
216,11335677,"Ruqiya Khatoon","2023-12-02 19:03:17",1.00000,4,ruqiyakhatoon
217,11336203,"vishruth balasani","2023-12-02 23:34:00",1.00000,3,vishruthbalasani
218,11336358,"Sumera Irshad","2023-12-03 01:07:23",1.00000,3,sumerairshad
219,11336697,"trine zhang fei","2023-12-03 03:56:01",1.00000,3,trinezhangfei
220,4056176,"berlin #2","2023-12-03 15:29:13",1.00000,8,suberlin
221,11339175,"simeng wen110","2023-12-03 17:24:55",1.00000,3,simengwen110
222,10687985,"Faiz Ramadhan Alvi","2023-12-03 18:13:47",1.00000,10,faizramadhanalvi
223,11339622,Mrunalini17,"2023-12-03 19:25:12",1.00000,3,mrunalini17
224,11340048,"Mohammed shaidai","2023-12-03 21:11:32",1.00000,3,mohammedshaidai
225,11340200,AwinOdhiambo,"2023-12-03 21:59:26",1.00000,3,awinodhiambo
226,11340251,"Saipriya Kalyam","2023-12-03 22:19:36",1.00000,4,saipriyakalyam
227,11340469,"veda kiran","2023-12-03 23:18:45",1.00000,3,vedakiran
228,11340803,Zichen.ZH,"2023-12-04 01:02:56",1.00000,3,zichenzh
229,11340933,"adrienne #2","2023-12-04 01:42:08",1.00000,3,adsrt367
230,11341015,"sidrah aman","2023-12-04 02:05:03",1.00000,3,sidrahaman
231,10007823,Cheryl_XX_Ma,"2023-12-04 02:47:51",1.00000,3,cherylxxma
232,11343982,"Salman Almuzaini","2023-12-04 11:57:03",1.00000,3,salmanalmuzaini
233,11310697,"Gad Rukundo","2023-12-07 07:46:14",1.00000,37,gadrukundo
234,11348285,maolinda,"2023-12-05 03:46:03",1.00000,9,maolinda
235,11360980,"Paakhi Maheshwari","2023-12-07 05:20:07",1.00000,1,paakhim10
236,11363672,"Анатолий Куприн","2023-12-07 18:15:05",1.00000,2,aceloolrd
237,11366170,"TRẦN NGUYỄN TUẤN ANH","2023-12-08 01:54:37",1.00000,1,anhtrnnguyntun
238,9099351,"khaled ben ahmed","2023-12-08 10:46:25",1.00000,1,khaledbnahmed
239,11370533,Piter07,"2023-12-11 02:51:08",1.00000,9,piter07
240,11370070,Drewiou,"2023-12-10 01:50:52",1.00000,7,drewiou
241,11323574,"WeiChen #2","2023-12-10 09:14:40",1.00000,12,chinwe028
242,11376158,"Zhaonian Wong","2023-12-10 13:27:37",1.00000,2,zhaonianwong
243,8658862,"Saber Ghaderi","2023-12-10 14:29:59",1.00000,1,saberghaderi
244,11376307,imeghasingh,"2023-12-14 20:29:05",1.00000,20,imeghasingh
245,11378537,"Hope Yehiel","2023-12-11 03:03:35",1.00000,1,hopeyehiel
246,11378410,linsizheng,"2023-12-11 12:56:23",1.00000,9,linsizheng
247,11378424,Lnikooy,"2023-12-12 16:57:08",1.00000,7,lnikooy
248,11378469,youngxx423,"2023-12-11 12:56:48",1.00000,7,youngxx423
249,11364397,"Adarsh Raghunath","2023-12-11 07:02:44",1.00000,20,adarshraghunath
250,11379757,Lnikoy11,"2023-12-11 09:32:31",1.00000,3,lnikoy11
251,11379852,YChika,"2023-12-11 08:25:29",1.00000,1,ychika
252,11379713,linxunyi,"2023-12-11 14:57:40",1.00000,8,linxunyi
253,11378603,Wenweiquan,"2023-12-11 16:09:27",1.00000,9,wenweiquan
254,11381644,"Xiaoxuan Fang","2023-12-12 08:59:54",1.00000,5,xiaoxuanfang
255,11371594,"[Deleted] 74d89533-e19a-46e4-9c6d-53b224271534","2023-12-12 10:41:06",1.00000,9,del=0dc07ff68b173743
256,484706,n8w8Today,"2023-12-12 16:54:19",1.00000,11,n8w8today
257,11387355,PratapPuttaswamy666,"2023-12-12 18:14:58",1.00000,10,pratapputtaswamy666
258,11143732,"Dario Maxaieie","2023-12-18 10:39:16",1.00000,9,dariomaxaieie
259,10964644,yansunwei,"2023-12-13 05:59:02",1.00000,1,yansunwei
260,11398482,"Zirui Zhou997","2023-12-15 15:35:25",1.00000,12,"bindweed,del=3a259f122f00f371,del=c432517a53d75af0,fanyua"
261,11387837,Reem_Elardy,"2023-12-14 02:28:27",1.00000,18,reemelardy
262,11393576,"Shubham Patel #6","2023-12-14 06:45:44",1.00000,8,shubhampatel231
263,11395427,hcg_777,"2023-12-14 13:39:38",1.00000,2,hcg777
264,11399212,Rafi15,"2023-12-15 10:29:03",1.00000,1,rafi15
265,11401432,"[Deleted] 26c62b79-32d7-4385-a293-c5baaca04b4a","2023-12-16 02:17:25",1.00000,3,del=75fcf9eef127a78d
266,11403765,Mohamed_amr125,"2023-12-16 17:05:03",1.00000,1,mohamedamr125
267,11390103,"Michał Uppal","2023-12-17 01:14:27",1.00000,4,michauppal
268,10979976,ひなたりゅー,"2023-12-17 21:38:17",1.00000,1,ryuiinui
269,11409706,"Gopal Upadhye","2023-12-18 09:58:05",1.00000,1,gopalupadhye
270,11409707,"Dr. Pratibha Mahajan","2023-12-18 09:59:27",1.00000,2,drpratibhamahajan
271,11409708,"Manisha Mali","2023-12-18 09:58:09",1.00000,1,manishapmali
272,11409709,JyotiBKulkarni,"2023-12-18 10:01:15",1.00000,2,jyotibkulkarni
273,11409711,"Grishma Yadav Bobhate ","2023-12-18 09:58:17",1.00000,1,grishmayadavbobhate
274,11409712,SMJ123my,"2023-12-18 10:01:09",1.00000,2,smj123my
275,11409713,"Mr. Vivek Patil","2023-12-18 09:58:21",1.00000,1,mrvivekpatil
276,11409714,"Varsha Dange","2023-12-18 09:58:23",1.00000,1,varshadange
277,11409715,"rashmi ashtagi","2023-12-18 09:58:23",1.00000,1,rashmiashtagi
278,11409717,"Aparna Junnarkar","2023-12-18 09:58:27",1.00000,1,aparnajunnarkar
279,11409718,"Sandeep Shroff","2023-12-18 09:58:29",1.00000,1,sandeepshroff
280,11409719,"Prajakta Dhamdhere","2023-12-18 09:58:32",1.00000,1,prajaktadhamdhere
281,11409720,"Sonali Powar","2023-12-18 09:58:38",1.00000,1,sonalipowar
282,11409721,JimpySandhu,"2023-12-18 09:58:40",1.00000,1,jimpysandhu
283,11409723,SanjeshPawale,"2023-12-18 09:58:53",1.00000,1,sanjeshpawale
284,11409899,"Sonal Gore25","2023-12-18 10:43:14",1.00000,1,sonalgore25
285,11231364,"Najeeb Z","2023-12-21 00:34:55",1.00000,15,najeebz
286,11411424,"Alvaro Giner","2023-12-19 15:28:31",1.00000,20,alvaroginer
287,11420185,"SW #2","2023-12-20 11:56:27",1.00000,3,shangp
288,11424836,hafizabc77,"2023-12-21 09:20:49",1.00000,4,hafizabc77
289,11420391,"Xinyao Xia","2023-12-21 10:52:23",1.00000,5,xinyaoxia
290,11425957,tracywu,"2023-12-21 13:18:47",1.00000,1,tracyray
291,11291697,FanshuoZeng,"2023-12-21 14:07:44",1.00000,5,fanshuozeng
292,11428371,yuanzhihao254,"2023-12-22 07:50:56",1.00000,9,yuanzhihao254
293,11429679,"Ashish Kumar #24","2023-12-22 13:25:16",1.00000,1,ashishkumarak
294,11430258,"Evgeniy Putilov","2023-12-22 20:11:24",1.00000,2,grower
295,11433055,emiliano_haidyn,"2023-12-23 16:10:51",1.00000,4,emilianohaidyn
296,7959419,"Nursultan Kurmanbekov","2023-12-23 16:12:22",1.00000,1,nursultankurmanbekov
297,11433700,"Дарья Лебедева (гр. РИМ-130907)","2023-12-24 21:58:26",1.00000,5,dashleb
298,11435557,"Efecan Guler","2023-12-24 14:21:44",1.00000,1,efecanxrd
299,7098734,M.Tarek,"2023-12-25 08:20:43",1.00000,4,mohamedtarek1st
300,9982050,"S Kohinoor","2023-12-25 14:36:20",1.00000,15,skohinoor
301,11438616,Thomas_Pollard00,"2023-12-25 14:58:04",1.00000,1,thomaspollard00
302,11438787,jarvis_nrt,"2023-12-25 16:00:29",1.00000,1,jarvisnrt
303,10951186,fertmeneses,"2023-12-25 23:16:44",1.00000,11,fertmeneses
304,11145803,fagwoyima,"2023-11-19 07:26:35",0.99760,19,fagwoyima
305,11176109,"Martina Lin","2023-11-06 20:48:23",0.99760,24,martinalin
306,11183681,"michi #2","2023-11-12 15:36:56",0.99760,30,masamichimogi
307,11217080,"Gallon Deng","2023-12-21 07:15:03",0.99521,17,gallonden
308,11329686,Ginger233,"2023-12-04 09:09:02",0.99521,12,ginger233
309,11329408,"Wu Chen","2023-12-04 09:52:09",0.99521,16,cntryroa
310,11314179,"wang jian ciao","2023-12-11 11:57:48",0.99521,32,wangjianciao
311,11350933,liuxinyang,"2023-12-06 02:23:06",0.99521,2,liuyoung
312,3467899,shivamkc3,"2023-11-16 17:33:45",0.99282,1,shivamkc3
